Series_reference,Period,Data_value,Suppressed,STATUS,UNITS,Magnitude,Subject,Group,Series_title_1,Series_title_2,Series_title_3,Series_title_4,Series_title_5
BDCM.SB1I,2019.07,15675,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,"Transport, Postal and Warehousing",,,
BDCM.SB1I,2019.08,15822,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,"Transport, Postal and Warehousing",,,
BDCM.SB1I,2019.09,15771,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,"Transport, Postal and Warehousing",,,
BDCM.SB1I,2019.10,15804,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,"Transport, Postal and Warehousing",,,
BDCM.SB1I,2019.11,15897,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,"Transport, Postal and Warehousing",,,
BDCM.SB1I,2019.12,15744,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,"Transport, Postal and Warehousing",,,
BDCM.SB1I,2020.01,15762,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,"Transport, Postal and Warehousing",,,
BDCM.SB1I,2020.02,15684,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,"Transport, Postal and Warehousing",,,
BDCM.SB1I,2020.03,15723,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,"Transport, Postal and Warehousing",,,
BDCM.SB1I,2020.04,15744,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,"Transport, Postal and Warehousing",,,
BDCM.SB1I,2020.05,15720,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,"Transport, Postal and Warehousing",,,
BDCM.SB1I,2020.06,15627,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,"Transport, Postal and Warehousing",,,
BDCM.SB1I,2020.07,15441,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,"Transport, Postal and Warehousing",,,
BDCM.SB1I,2020.08,15459,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,"Transport, Postal and Warehousing",,,
BDCM.SB1I,2020.09,15330,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,"Transport, Postal and Warehousing",,,
BDCM.SB1I,2020.10,15360,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,"Transport, Postal and Warehousing",,,
BDCM.SB1I,2020.11,14805,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,"Transport, Postal and Warehousing",,,
BDCM.SB1I,2020.12,14979,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,"Transport, Postal and Warehousing",,,
BDCM.SB1I,2021.01,14811,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,"Transport, Postal and Warehousing",,,
BDCM.SB1I,2021.02,14898,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,"Transport, Postal and Warehousing",,,
BDCM.SB1I,2021.03,14805,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,"Transport, Postal and Warehousing",,,
BDCM.SB1I,2021.04,14898,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,"Transport, Postal and Warehousing",,,
BDCM.SB1I,2021.05,14496,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,"Transport, Postal and Warehousing",,,
BDCM.SB1I,2021.06,14631,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,"Transport, Postal and Warehousing",,,
BDCM.SB1I,2021.07,14628,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,"Transport, Postal and Warehousing",,,
BDCM.SB1I,2021.08,14754,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,"Transport, Postal and Warehousing",,,
BDCM.SB1I,2021.09,14781,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,"Transport, Postal and Warehousing",,,
BDCM.SB1I,2021.10,14982,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,"Transport, Postal and Warehousing",,,
BDCM.SB1I,2021.11,14973,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,"Transport, Postal and Warehousing",,,
BDCM.SB1I,2021.12,15231,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,"Transport, Postal and Warehousing",,,
BDCM.SB1I,2022.01,15204,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,"Transport, Postal and Warehousing",,,
BDCM.SB1I,2022.02,15348,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,"Transport, Postal and Warehousing",,,
BDCM.SB1I,2022.03,15351,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,"Transport, Postal and Warehousing",,,
BDCM.SB1I,2022.04,15576,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,"Transport, Postal and Warehousing",,,
BDCM.SB1I,2022.05,15516,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,"Transport, Postal and Warehousing",,,
BDCM.SB1I,2022.06,15735,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,"Transport, Postal and Warehousing",,,
BDCM.SB1I,2022.07,15642,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,"Transport, Postal and Warehousing",,,
BDCM.SB1I,2022.08,15735,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,"Transport, Postal and Warehousing",,,
BDCM.SB1I,2022.09,15666,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,"Transport, Postal and Warehousing",,,
BDCM.SB1I,2022.10,15801,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,"Transport, Postal and Warehousing",,,
BDCM.SB1I,2022.11,15657,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,"Transport, Postal and Warehousing",,,
BDCM.SB1I,2022.12,15927,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,"Transport, Postal and Warehousing",,,
BDCM.SB1I,2023.01,15870,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,"Transport, Postal and Warehousing",,,
BDCM.SB1I,2023.02,16005,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,"Transport, Postal and Warehousing",,,
BDCM.SB1I,2023.03,16020,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,"Transport, Postal and Warehousing",,,
BDCM.SB1J,2015.01,4845,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Information Media and Telecommunications,,,
BDCM.SB1J,2015.02,4860,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Information Media and Telecommunications,,,
BDCM.SB1J,2015.03,4851,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Information Media and Telecommunications,,,
BDCM.SB1J,2015.04,4863,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Information Media and Telecommunications,,,
BDCM.SB1J,2015.05,4848,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Information Media and Telecommunications,,,
BDCM.SB1J,2015.06,4935,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Information Media and Telecommunications,,,
BDCM.SB1J,2015.07,4896,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Information Media and Telecommunications,,,
BDCM.SB1J,2015.08,4896,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Information Media and Telecommunications,,,
BDCM.SB1J,2015.09,4884,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Information Media and Telecommunications,,,
BDCM.SB1J,2015.10,4902,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Information Media and Telecommunications,,,
BDCM.SB1J,2015.11,4884,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Information Media and Telecommunications,,,
BDCM.SB1J,2015.12,4980,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Information Media and Telecommunications,,,
BDCM.SB1J,2016.01,5016,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Information Media and Telecommunications,,,
BDCM.SB1J,2016.02,5058,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Information Media and Telecommunications,,,
BDCM.SB1J,2016.03,5064,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Information Media and Telecommunications,,,
BDCM.SB1J,2016.04,5088,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Information Media and Telecommunications,,,
BDCM.SB1J,2016.05,5085,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Information Media and Telecommunications,,,
BDCM.SB1J,2016.06,5103,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Information Media and Telecommunications,,,
BDCM.SB1J,2016.07,5157,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Information Media and Telecommunications,,,
BDCM.SB1J,2016.08,5208,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Information Media and Telecommunications,,,
BDCM.SB1J,2016.09,5202,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Information Media and Telecommunications,,,
BDCM.SB1J,2016.10,5238,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Information Media and Telecommunications,,,
BDCM.SB1J,2016.11,5238,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Information Media and Telecommunications,,,
BDCM.SB1J,2016.12,5370,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Information Media and Telecommunications,,,
BDCM.SB1J,2017.01,5493,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Information Media and Telecommunications,,,
BDCM.SB1J,2017.02,5469,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Information Media and Telecommunications,,,
BDCM.SB1J,2017.03,5505,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Information Media and Telecommunications,,,
BDCM.SB1J,2017.04,5535,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Information Media and Telecommunications,,,
BDCM.SB1J,2017.05,5496,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Information Media and Telecommunications,,,
BDCM.SB1J,2017.06,5544,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Information Media and Telecommunications,,,
BDCM.SB1J,2017.07,5547,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Information Media and Telecommunications,,,
BDCM.SB1J,2017.08,5577,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Information Media and Telecommunications,,,
BDCM.SB1J,2017.09,5547,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Information Media and Telecommunications,,,
BDCM.SB1J,2017.10,5559,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Information Media and Telecommunications,,,
BDCM.SB1J,2017.11,5472,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Information Media and Telecommunications,,,
BDCM.SB1J,2017.12,5574,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Information Media and Telecommunications,,,
BDCM.SB1J,2018.01,5550,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Information Media and Telecommunications,,,
BDCM.SB1J,2018.02,5664,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Information Media and Telecommunications,,,
BDCM.SB1J,2018.03,5634,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Information Media and Telecommunications,,,
BDCM.SB1J,2018.04,5655,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Information Media and Telecommunications,,,
BDCM.SB1J,2018.05,5577,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Information Media and Telecommunications,,,
BDCM.SB1J,2018.06,5619,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Information Media and Telecommunications,,,
BDCM.SB1J,2018.07,5610,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Information Media and Telecommunications,,,
BDCM.SB1J,2018.08,5631,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Information Media and Telecommunications,,,
BDCM.SB1J,2018.09,5580,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Information Media and Telecommunications,,,
BDCM.SB1J,2018.10,5607,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Information Media and Telecommunications,,,
BDCM.SB1J,2018.11,5592,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Information Media and Telecommunications,,,
BDCM.SB1J,2018.12,5778,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Information Media and Telecommunications,,,
BDCM.SB1J,2019.01,5784,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Information Media and Telecommunications,,,
BDCM.SB1J,2019.02,5829,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Information Media and Telecommunications,,,
BDCM.SB1J,2019.03,5817,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Information Media and Telecommunications,,,
BDCM.SB1J,2019.04,5829,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Information Media and Telecommunications,,,
BDCM.SB1J,2019.05,5739,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Information Media and Telecommunications,,,
BDCM.SB1J,2019.06,5832,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Information Media and Telecommunications,,,
BDCM.SB1J,2019.07,5808,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Information Media and Telecommunications,,,
BDCM.SB1J,2019.08,5862,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Information Media and Telecommunications,,,
BDCM.SB1J,2019.09,5844,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Information Media and Telecommunications,,,
BDCM.SB1J,2019.10,5877,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Information Media and Telecommunications,,,
BDCM.SB1J,2019.11,6003,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Information Media and Telecommunications,,,
BDCM.SB1J,2019.12,6288,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Information Media and Telecommunications,,,
BDCM.SB1J,2020.01,6297,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Information Media and Telecommunications,,,
BDCM.SB1J,2020.02,6258,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Information Media and Telecommunications,,,
BDCM.SB1J,2020.03,6309,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Information Media and Telecommunications,,,
BDCM.SB1J,2020.04,6321,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Information Media and Telecommunications,,,
BDCM.SB1J,2020.05,6318,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Information Media and Telecommunications,,,
BDCM.SB1J,2020.06,6399,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Information Media and Telecommunications,,,
BDCM.SB1J,2020.07,6336,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Information Media and Telecommunications,,,
BDCM.SB1J,2020.08,6360,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Information Media and Telecommunications,,,
BDCM.SB1J,2020.09,6345,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Information Media and Telecommunications,,,
BDCM.SB1J,2020.10,6381,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Information Media and Telecommunications,,,
BDCM.SB1J,2020.11,6309,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Information Media and Telecommunications,,,
BDCM.SB1J,2020.12,6426,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Information Media and Telecommunications,,,
BDCM.SB1J,2021.01,6429,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Information Media and Telecommunications,,,
BDCM.SB1J,2021.02,6507,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Information Media and Telecommunications,,,
BDCM.SB1J,2021.03,6525,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Information Media and Telecommunications,,,
BDCM.SB1J,2021.04,6603,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Information Media and Telecommunications,,,
BDCM.SB1J,2021.05,6504,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Information Media and Telecommunications,,,
BDCM.SB1J,2021.06,6657,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Information Media and Telecommunications,,,
BDCM.SB1J,2021.07,6702,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Information Media and Telecommunications,,,
BDCM.SB1J,2021.08,6771,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Information Media and Telecommunications,,,
BDCM.SB1J,2021.09,6825,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Information Media and Telecommunications,,,
BDCM.SB1J,2021.10,6936,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Information Media and Telecommunications,,,
BDCM.SB1J,2021.11,6921,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Information Media and Telecommunications,,,
BDCM.SB1J,2021.12,7098,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Information Media and Telecommunications,,,
BDCM.SB1J,2022.01,7131,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Information Media and Telecommunications,,,
BDCM.SB1J,2022.02,7170,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Information Media and Telecommunications,,,
BDCM.SB1J,2022.03,7203,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Information Media and Telecommunications,,,
BDCM.SB1J,2022.04,7287,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Information Media and Telecommunications,,,
BDCM.SB1J,2022.05,7125,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Information Media and Telecommunications,,,
BDCM.SB1J,2022.06,7161,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Information Media and Telecommunications,,,
BDCM.SB1J,2022.07,7155,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Information Media and Telecommunications,,,
BDCM.SB1J,2022.08,7182,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Information Media and Telecommunications,,,
BDCM.SB1J,2022.09,7185,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Information Media and Telecommunications,,,
BDCM.SB1J,2022.10,7245,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Information Media and Telecommunications,,,
BDCM.SB1J,2022.11,7134,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Information Media and Telecommunications,,,
BDCM.SB1J,2022.12,7356,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Information Media and Telecommunications,,,
BDCM.SB1J,2023.01,7314,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Information Media and Telecommunications,,,
BDCM.SB1J,2023.02,7332,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Information Media and Telecommunications,,,
BDCM.SB1J,2023.03,7338,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Information Media and Telecommunications,,,
BDCM.SB1K,2015.01,33603,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Financial and Insurance Services,,,
BDCM.SB1K,2015.02,32469,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Financial and Insurance Services,,,
BDCM.SB1K,2015.03,32649,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Financial and Insurance Services,,,
BDCM.SB1K,2015.04,32682,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Financial and Insurance Services,,,
BDCM.SB1K,2015.05,34095,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Financial and Insurance Services,,,
BDCM.SB1K,2015.06,34320,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Financial and Insurance Services,,,
BDCM.SB1K,2015.07,34380,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Financial and Insurance Services,,,
BDCM.SB1K,2015.08,34395,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Financial and Insurance Services,,,
BDCM.SB1K,2015.09,34401,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Financial and Insurance Services,,,
BDCM.SB1K,2015.10,34410,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Financial and Insurance Services,,,
BDCM.SB1K,2015.11,34209,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Financial and Insurance Services,,,
BDCM.SB1K,2015.12,34236,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Financial and Insurance Services,,,
BDCM.SB1K,2016.01,34290,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Financial and Insurance Services,,,
BDCM.SB1K,2016.02,35472,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Financial and Insurance Services,,,
BDCM.SB1K,2016.03,34464,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Financial and Insurance Services,,,
BDCM.SB1K,2016.04,34665,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Financial and Insurance Services,,,
BDCM.SB1K,2016.05,35043,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Financial and Insurance Services,,,
BDCM.SB1K,2016.06,35271,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Financial and Insurance Services,,,
BDCM.SB1K,2016.07,35397,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Financial and Insurance Services,,,
BDCM.SB1K,2016.08,35304,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Financial and Insurance Services,,,
BDCM.SB1K,2016.09,35268,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Financial and Insurance Services,,,
BDCM.SB1K,2016.10,35235,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Financial and Insurance Services,,,
BDCM.SB1K,2016.11,35238,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Financial and Insurance Services,,,
BDCM.SB1K,2016.12,35202,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Financial and Insurance Services,,,
BDCM.SB1K,2017.01,35151,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Financial and Insurance Services,,,
BDCM.SB1K,2017.02,34998,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Financial and Insurance Services,,,
BDCM.SB1K,2017.03,35181,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Financial and Insurance Services,,,
BDCM.SB1K,2017.04,35325,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Financial and Insurance Services,,,
BDCM.SB1K,2017.05,36018,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Financial and Insurance Services,,,
BDCM.SB1K,2017.06,36093,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Financial and Insurance Services,,,
BDCM.SB1K,2017.07,36783,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Financial and Insurance Services,,,
BDCM.SB1K,2017.08,36855,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Financial and Insurance Services,,,
BDCM.SB1K,2017.09,36807,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Financial and Insurance Services,,,
BDCM.SB1K,2017.10,36837,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Financial and Insurance Services,,,
BDCM.SB1K,2017.11,36681,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Financial and Insurance Services,,,
BDCM.SB1K,2017.12,36252,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Financial and Insurance Services,,,
BDCM.SB1K,2018.01,36084,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Financial and Insurance Services,,,
BDCM.SB1K,2018.02,38241,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Financial and Insurance Services,,,
BDCM.SB1K,2018.03,38214,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Financial and Insurance Services,,,
BDCM.SB1K,2018.04,37221,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Financial and Insurance Services,,,
BDCM.SB1K,2018.05,37152,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Financial and Insurance Services,,,
BDCM.SB1K,2018.06,37536,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Financial and Insurance Services,,,
BDCM.SB1K,2018.07,37590,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Financial and Insurance Services,,,
BDCM.SB1K,2018.08,37623,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Financial and Insurance Services,,,
BDCM.SB1K,2018.09,38172,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Financial and Insurance Services,,,
BDCM.SB1K,2018.10,38019,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Financial and Insurance Services,,,
BDCM.SB1K,2018.11,38250,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Financial and Insurance Services,,,
BDCM.SB1K,2018.12,38316,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Financial and Insurance Services,,,
BDCM.SB1K,2019.01,38124,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Financial and Insurance Services,,,
BDCM.SB1K,2019.02,37965,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Financial and Insurance Services,,,
BDCM.SB1K,2019.03,38190,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Financial and Insurance Services,,,
BDCM.SB1K,2019.04,38994,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Financial and Insurance Services,,,
BDCM.SB1K,2019.05,39234,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Financial and Insurance Services,,,
BDCM.SB1K,2019.06,39402,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Financial and Insurance Services,,,
BDCM.SB1K,2019.07,39222,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Financial and Insurance Services,,,
BDCM.SB1K,2019.08,39258,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Financial and Insurance Services,,,
